UNHOLTZ-DICKIE Corporation Random Controller data in ASCII format
Setup Name:OCU X AXIS ATP 4CH     Run Name:OCUXATPFORCELIMIT4CH4     Save Number:1
Saved Date:10/11/2016    Saved Time:10:0:33 AM
Total time:0:2:1    Auto time:0:0:0
Test Mode:none    Test Status:STOPPED
Test Level:-20.0dB
DOF:200
Sigma Drive Limit: NONE
Frequency Resolution:5.000 Hz
Reference Frequency Range: 20.000 Hz - 2000.000 Hz
Chan,Sensitivity ,Coupling, Max. Range,Description
  # ,    mV/g    , (AC/DC),   grms    
  1 ,   10.01   ,   AC   ,  100.00   ,CONTROL
  2 ,   10.07   ,   AC   ,  100.00   ,CONTROL
  3 ,   10.45   ,   AC   ,  100.00   ,SPECIMENT PROTECT
  4 ,   10.00   ,   AC   ,  200.00   ,INLINE SUMMED FORCE CHANNEL

  Pt,Frequency,  Reference  ,   Control   ,    Drive    ,     HInv    ,    Chan:1   ,    Chan:2   ,    Chan:3   ,    Chan:4   
    ,  (Hz)   ,    (g²/Hz)  ,    (g²/Hz)  ,    (V²/Hz)  ,     (V/g)   ,    (g²/Hz)  ,    (g²/Hz)  ,    (g²/Hz)  ,    (g²/Hz)  

 377,1880.0000,   0.00024812,   0.00024693,   0.00000041,   0.04011133,   0.00038486,   0.00010901,   0.00039266,   0.00005707
 378,1885.0000,   0.00024684,   0.00022750,   0.00000039,   0.04028130,   0.00035508,   0.00009992,   0.00036222,   0.00005172
 379,1890.0000,   0.00024557,   0.00019120,   0.00000042,   0.04240584,   0.00029915,   0.00008325,   0.00030516,   0.00004275
 380,1895.0000,   0.00024431,   0.00022143,   0.00000040,   0.04053624,   0.00034710,   0.00009575,   0.00035391,   0.00004870
 381,1900.0000,   0.00024306,   0.00025118,   0.00000038,   0.03943148,   0.00039441,   0.00010796,   0.00040194,   0.00005446
 382,1905.0000,   0.00024183,   0.00025152,   0.00000037,   0.03883661,   0.00039546,   0.00010757,   0.00040274,   0.00005376
 383,1910.0000,   0.00024060,   0.00025205,   0.00000039,   0.03977141,   0.00039680,   0.00010729,   0.00040384,   0.00005325
 384,1915.0000,   0.00023938,   0.00025474,   0.00000043,   0.04223588,   0.00040158,   0.00010789,   0.00040827,   0.00005316
 385,1920.0000,   0.00023817,   0.00031107,   0.00000037,   0.03586225,   0.00049100,   0.00013114,   0.00049881,   0.00006416
 386,1925.0000,   0.00023697,   0.00027175,   0.00000037,   0.03696701,   0.00042975,   0.00011376,   0.00043637,   0.00005526
 387,1930.0000,   0.00023577,   0.00024215,   0.00000036,   0.03739192,   0.00038364,   0.00010065,   0.00038936,   0.00004859
 388,1935.0000,   0.00023459,   0.00023713,   0.00000028,   0.03322782,   0.00037642,   0.00009785,   0.00038194,   0.00004696
 389,1940.0000,   0.00023342,   0.00022611,   0.00000028,   0.03543734,   0.00035978,   0.00009244,   0.00036492,   0.00004406
 390,1945.0000,   0.00023225,   0.00021429,   0.00000033,   0.03798679,   0.00034165,   0.00008694,   0.00034651,   0.00004112
 391,1950.0000,   0.00023110,   0.00020254,   0.00000031,   0.03747690,   0.00032359,   0.00008150,   0.00032803,   0.00003816
 392,1955.0000,   0.00022995,   0.00025159,   0.00000030,   0.03569229,   0.00040254,   0.00010065,   0.00040792,   0.00004664
 393,1960.0000,   0.00022881,   0.00022065,   0.00000027,   0.03552232,   0.00035360,   0.00008770,   0.00035838,   0.00004015
 394,1965.0000,   0.00022768,   0.00023368,   0.00000023,   0.03254797,   0.00037520,   0.00009216,   0.00038030,   0.00004161
 395,1970.0000,   0.00022656,   0.00020799,   0.00000022,   0.03084833,   0.00033455,   0.00008143,   0.00033908,   0.00003625
 396,1975.0000,   0.00022545,   0.00020895,   0.00000022,   0.03178313,   0.00033660,   0.00008130,   0.00034105,   0.00003558
 397,1980.0000,   0.00022434,   0.00025190,   0.00000022,   0.03067838,   0.00040650,   0.00009730,   0.00041185,   0.00004187
 398,1985.0000,   0.00022324,   0.00027450,   0.00000020,   0.02880878,   0.00044385,   0.00010515,   0.00044961,   0.00004463
 399,1990.0000,   0.00022215,   0.00022583,   0.00000021,   0.03127325,   0.00036572,   0.00008594,   0.00037040,   0.00003595
 400,1995.0000,   0.00022107,   0.00021710,   0.00000021,   0.03144321,   0.00035249,   0.00008172,   0.00035699,   0.00003347
 401,2000.0000,   0.00022000,   0.00022983,   0.00000026,   0.03288789,   0.00037388,   0.00008577,   0.00037876,   0.00003464
 402,2005.0000,   0.00000000,   0.00008796,   0.00000000,   0.00000000,   0.00014327,   0.00003265,   0.00014518,   0.00001310
 403,2010.0000,   0.00000000,   0.00000812,   0.00000000,   0.00000000,   0.00001321,   0.00000302,   0.00001339,   0.00000121
 404,2015.0000,   0.00000000,   0.00000015,   0.00000000,   0.00000000,   0.00000024,   0.00000005,   0.00000025,   0.00000003
 405,2020.0000,   0.00000000,   0.00000006,   0.00000000,   0.00000000,   0.00000009,   0.00000002,   0.00000010,   0.00000001
 406,2025.0000,   0.00000000,   0.00000003,   0.00000000,   0.00000000,   0.00000004,   0.00000001,   0.00000005,   0.00000001
 407,2030.0000,   0.00000000,   0.00000002,   0.00000000,   0.00000000,   0.00000004,   0.00000001,   0.00000004,   0.00000001
 408,2035.0000,   0.00000000,   0.00000002,   0.00000000,   0.00000000,   0.00000004,   0.00000001,   0.00000004,   0.00000002
 409,2040.0000,   0.00000000,   0.00000002,   0.00000000,   0.00000000,   0.00000004,   0.00000001,   0.00000004,   0.00000002
 410,2045.0000,   0.00000000,   0.00000003,   0.00000000,   0.00000000,   0.00000005,   0.00000001,   0.00000005,   0.00000002
 411,2050.0000,   0.00000000,   0.00000003,   0.00000000,   0.00000000,   0.00000005,   0.00000001,   0.00000005,   0.00000002
 412,2055.0000,   0.00000000,   0.00000003,   0.00000000,   0.00000000,   0.00000004,   0.00000001,   0.00000004,   0.00000001
 413,2060.0000,   0.00000000,   0.00000003,   0.00000000,   0.00000000,   0.00000005,   0.00000001,   0.00000005,   0.00000001
 414,2065.0000,   0.00000000,   0.00000003,   0.00000000,   0.00000000,   0.00000005,   0.00000001,   0.00000005,   0.00000001
 415,2070.0000,   0.00000000,   0.00000004,   0.00000000,   0.00000000,   0.00000007,   0.00000002,   0.00000007,   0.00000001
 416,2075.0000,   0.00000000,   0.00000005,   0.00000000,   0.00000000,   0.00000008,   0.00000002,   0.00000009,   0.00000001
 417,2080.0000,   0.00000000,   0.00000005,   0.00000000,   0.00000000,   0.00000008,   0.00000002,   0.00000008,   0.00000001
 418,2085.0000,   0.00000000,   0.00000005,   0.00000000,   0.00000000,   0.00000009,   0.00000002,   0.00000009,   0.00000001
 419,2090.0000,   0.00000000,   0.00000005,   0.00000000,   0.00000000,   0.00000008,   0.00000002,   0.00000009,   0.00000001
 420,2095.0000,   0.00000000,   0.00000008,   0.00000000,   0.00000000,   0.00000014,   0.00000003,   0.00000014,   0.00000002
 421,2100.0000,   0.00000000,   0.00000014,   0.00000000,   0.00000000,   0.00000023,   0.00000004,   0.00000024,   0.00000004
 422,2105.0000,   0.00000000,   0.00000010,   0.00000000,   0.00000000,   0.00000017,   0.00000003,   0.00000018,   0.00000002
 423,2110.0000,   0.00000000,   0.00000012,   0.00000000,   0.00000000,   0.00000020,   0.00000003,   0.00000021,   0.00000002
 424,2115.0000,   0.00000000,   0.00000014,   0.00000000,   0.00000000,   0.00000023,   0.00000004,   0.00000024,   0.00000002
 425,2120.0000,   0.00000000,   0.00000017,   0.00000000,   0.00000000,   0.00000029,   0.00000004,   0.00000030,   0.00000002
 426,2125.0000,   0.00000000,   0.00000018,   0.00000000,   0.00000000,   0.00000031,   0.00000004,   0.00000033,   0.00000002
 427,2130.0000,   0.00000000,   0.00000020,   0.00000000,   0.00000000,   0.00000036,   0.00000005,   0.00000037,   0.00000002
 428,2135.0000,   0.00000000,   0.00000021,   0.00000000,   0.00000000,   0.00000037,   0.00000005,   0.00000038,   0.00000002
 429,2140.0000,   0.00000000,   0.00000021,   0.00000000,   0.00000000,   0.00000037,   0.00000005,   0.00000038,   0.00000002
 430,2145.0000,   0.00000000,   0.00000023,   0.00000000,   0.00000000,   0.00000041,   0.00000005,   0.00000042,   0.00000003
 431,2150.0000,   0.00000000,   0.00000028,   0.00000000,   0.00000000,   0.00000050,   0.00000006,   0.00000050,   0.00000003
 432,2155.0000,   0.00000000,   0.00000036,   0.00000000,   0.00000000,   0.00000065,   0.00000008,   0.00000065,   0.00000006
 433,2160.0000,   0.00000000,   0.00000043,   0.00000000,   0.00000000,   0.00000078,   0.00000009,   0.00000078,   0.00000008
 434,2165.0000,   0.00000000,   0.00000022,   0.00000000,   0.00000000,   0.00000039,   0.00000004,   0.00000039,   0.00000002
 435,2170.0000,   0.00000000,   0.00000017,   0.00000000,   0.00000000,   0.00000030,   0.00000003,   0.00000030,   0.00000002
 436,2175.0000,   0.00000000,   0.00000013,   0.00000000,   0.00000000,   0.00000024,   0.00000003,   0.00000024,   0.00000001
 437,2180.0000,   0.00000000,   0.00000013,   0.00000000,   0.00000000,   0.00000023,   0.00000003,   0.00000023,   0.00000001
 438,2185.0000,   0.00000000,   0.00000012,   0.00000000,   0.00000000,   0.00000021,   0.00000002,   0.00000021,   0.00000001
 439,2190.0000,   0.00000000,   0.00000009,   0.00000000,   0.00000000,   0.00000017,   0.00000002,   0.00000016,   0.00000001
 440,2195.0000,   0.00000000,   0.00000008,   0.00000000,   0.00000000,   0.00000014,   0.00000002,   0.00000014,   0.00000001
 441,2200.0000,   0.00000000,   0.00000006,   0.00000000,   0.00000000,   0.00000010,   0.00000001,   0.00000010,   0.00000001
 442,2205.0000,   0.00000000,   0.00000005,   0.00000000,   0.00000000,   0.00000009,   0.00000001,   0.00000009,   0.00000001
 443,2210.0000,   0.00000000,   0.00000004,   0.00000000,   0.00000000,   0.00000007,   0.00000001,   0.00000007,   0.00000001
 444,2215.0000,   0.00000000,   0.00000004,   0.00000000,   0.00000000,   0.00000008,   0.00000001,   0.00000008,   0.00000001
 445,2220.0000,   0.00000000,   0.00000005,   0.00000000,   0.00000000,   0.00000008,   0.00000001,   0.00000008,   0.00000002
 446,2225.0000,   0.00000000,   0.00000003,   0.00000000,   0.00000000,   0.00000005,   0.00000000,   0.00000005,   0.00000001
 447,2230.0000,   0.00000000,   0.00000002,   0.00000000,   0.00000000,   0.00000004,   0.00000000,   0.00000004,   0.00000000
 448,2235.0000,   0.00000000,   0.00000002,   0.00000000,   0.00000000,   0.00000003,   0.00000000,   0.00000003,   0.00000000
 449,2240.0000,   0.00000000,   0.00000002,   0.00000000,   0.00000000,   0.00000003,   0.00000000,   0.00000003,   0.00000000
 450,2245.0000,   0.00000000,   0.00000002,   0.00000000,   0.00000000,   0.00000003,   0.00000000,   0.00000003,   0.00000000
 451,2250.0000,   0.00000000,   0.00000002,   0.00000000,   0.00000000,   0.00000004,   0.00000000,   0.00000003,   0.00000000
 452,2255.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000003,   0.00000000,   0.00000003,   0.00000000
 453,2260.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000002,   0.00000000,   0.00000003,   0.00000000
 454,2265.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000002,   0.00000000,   0.00000002,   0.00000000
 455,2270.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000002,   0.00000000,   0.00000002,   0.00000000
 456,2275.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000002,   0.00000000,   0.00000002,   0.00000002
 457,2280.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000002,   0.00000000,   0.00000002,   0.00000002
 458,2285.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000001
 459,2290.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000002,   0.00000000,   0.00000002,   0.00000000
 460,2295.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 461,2300.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 462,2305.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 463,2310.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 464,2315.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 465,2320.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 466,2325.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 467,2330.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 468,2335.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000002
 469,2340.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000001
 470,2345.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 471,2350.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 472,2355.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 473,2360.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 474,2365.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 475,2370.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 476,2375.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 477,2380.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 478,2385.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 479,2390.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 480,2395.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000003
 481,2400.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000003
 482,2405.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001
 483,2410.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 484,2415.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 485,2420.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 486,2425.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 487,2430.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 488,2435.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 489,2440.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 490,2445.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 491,2450.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 492,2455.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000002
 493,2460.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000001
 494,2465.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 495,2470.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 496,2475.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 497,2480.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 498,2485.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 499,2490.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 500,2495.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 501,2500.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 502,2505.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 503,2510.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 504,2515.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000001
 505,2520.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000001
 506,2525.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 507,2530.0000,   0.00000000,   0.00000001,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 508,2535.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 509,2540.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 510,2545.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000001,   0.00000000,   0.00000001,   0.00000000
 511,2550.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
 512,2555.0000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000
